entry,aozora_frequency,candidate_readings,sources,evidence_count,final_status,action,reason,resolved_reading,old_uuid,new_uuid,source_path,source_row,target_path
逐攘,6,おいはら|おっぱら,aozora_ruby,4,source_conflict,conflict,sources disagree on the complete-entry reading,,8cb33a25-5657-5ecd-bbc6-9cf4e934691e,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/逐攘.json,1,
逐索,4,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,7effb461-12db-5b55-a135-96297f2072ed,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/逐索.json,1,
逐返,6,おいかえ|おつかへ,aozora_ruby,5,source_conflict,conflict,sources disagree on the complete-entry reading,,ca737c4b-2999-51c6-892f-88b4c215a710,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/逐返.json,1,
逓友,8,,,0,suspected_fragment,keep_pending,at least one example contains an independent use,,959d80ac-a6be-588a-83d5-5270ea9709d4,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/逓友.json,1,
逓累,4,,,0,unmatched,keep_pending,no accepted complete-entry evidence,,87492aa8-fecc-5e60-9a3d-1dbf8354fdb8,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/逓累.json,1,
途々,248,みちみち,aozora_ruby,112,invalid_unicode,keep_pending,a source supplied a reading containing illegal characters,,f58c55de-3d65-5856-9be0-6a7813cfca16,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/途々.json,1,
逕,53,こみち|た|みち,aozora_ruby,9,source_conflict,conflict,sources disagree on the complete-entry reading,,0bba1f16-b779-581e-b668-bc06f74c8488,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/逕.json,1,
這上,7,はいあ|はいあが|はいのぼ|はひあが|はひのぼ,aozora_ruby,33,source_conflict,conflict,sources disagree on the complete-entry reading,,53010028-f1da-55d0-a5e1-4ef2e7aacede,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/這上.json,1,
這人,5,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,d9b76919-75e7-5977-b480-0fc4545ea420,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/這人.json,1,
這個,16,こ|この|しゃこ|しやこ,aozora_ruby,10,source_conflict,conflict,sources disagree on the complete-entry reading,,60341a66-d458-5af8-ba86-a97523c7fd81,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/這個.json,1,
這奴,84,こいつ|こやつ|しゃ|しゃつ|しやつ,aozora_ruby,33,source_conflict,conflict,sources disagree on the complete-entry reading,,79bd521e-cabd-5e56-b9ff-a654a8b41e25,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/這奴.json,1,
這寄,4,はいよ|はひよ,aozora_ruby,6,source_conflict,conflict,sources disagree on the complete-entry reading,,e3bd7bb2-a89b-52a5-a077-b6da441f60d8,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/這寄.json,1,
這廻,5,はいまわ|はひまは,aozora_ruby,7,source_conflict,conflict,sources disagree on the complete-entry reading,,201d1e15-22fc-5834-8742-e97dde4ccd60,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/這廻.json,1,
這身,9,はいみ,aozora_ruby,9,suspected_fragment,keep_pending,at least one example contains an independent use,,67dc67c7-f342-5ecb-94b5-d3aab5261f9a,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/這身.json,1,
這込,20,はい|はいこ|はいこん|はひこ,aozora_ruby,20,source_conflict,conflict,sources disagree on the complete-entry reading,,8afd867a-40c8-5404-b9c7-dff56b7bee43,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/這込.json,1,
這間,5,このかん|しゃかん,aozora_ruby,2,source_conflict,conflict,sources disagree on the complete-entry reading,,9f092453-9c3c-58bd-9db6-857f44405b5e,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/這間.json,1,
這麼,37,こんな,aozora_ruby,6,suspected_fragment,keep_pending,at least one example contains an independent use,,c460debc-4f56-55e8-b968-cdd1fbb9f0b6,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/這麼.json,1,
逡,11,しりご|たじ|たじろ|ためら,aozora_ruby,8,source_conflict,conflict,sources disagree on the complete-entry reading,,4a16b4ba-f750-500e-9b0d-f5abd23dc15e,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/逡.json,1,
逢事,5,あふこと,aozora_ruby,1,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,609477c0-b921-535d-83ad-e87d61fc7656,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/逢事.json,1,
逢候,6,,,0,unmatched,keep_pending,no accepted complete-entry evidence,,90133e2a-ce7e-5b42-ae81-a6ce66d38f65,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/逢候.json,1,
逢度,12,あいたい|あひたい|あひたき|あひたく|あひたし,aozora_ruby,5,source_conflict,conflict,sources disagree on the complete-entry reading,,dec5a795-1d7e-5fe1-8f21-ff972af4f371,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/逢度.json,1,
逢春,19,ホウシュン,aozora_ruby,1,suspected_fragment,keep_pending,at least one example contains an independent use,,70fafbac-7db0-5f25-be85-a559002bd09a,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/逢春.json,1,
逢状,13,あひじやう,aozora_ruby,1,single_ruby,keep_pending,ruby occurs in only one distinct Aozora text file,,8dab345f-f2f2-5c94-b6f8-b55be15e120b,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/逢状.json,1,
逢申,7,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,520451de-ebdd-5f4b-a731-54161a5abecd,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/逢申.json,1,
逢痴,44,おうち,aozora_ruby,1,suspected_fragment,keep_pending,at least one example contains an independent use,,eaa0e88e-8f94-53e5-9751-b536bc2a81b3,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/逢痴.json,1,
逢茶,4,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,c0e96f15-bd60-5f98-bd12-5ec1befd64ba,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/逢茶.json,1,
逢著,25,ほうちゃく|ほうちやく,aozora_ruby,5,source_conflict,conflict,sources disagree on the complete-entry reading,,afcb385c-61a9-5d33-b246-d9d0efc87836,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/逢著.json,1,
逢被,6,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,80608bdb-cdb6-58dd-828d-d813ce66d74f,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/逢被.json,1,
逢遭,4,ほうそう|ユキアヒ,aozora_ruby,2,source_conflict,conflict,sources disagree on the complete-entry reading,,e7a1b893-3fc4-58db-8ad9-11d958ad0588,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/逢遭.json,1,
逵,15,おおじ|つじ|とほり,aozora_ruby|jmnedict,4,ambiguous,conflict,jmnedict has multiple applicable full-entry readings,,baf65ce3-f826-56bc-bd72-0fe700047f39,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/逵.json,1,
逶,27,うね,aozora_ruby,4,suspected_fragment,keep_pending,single-character entries require individual review,,22c7e29d-c2ed-56da-a32a-1e410ebdecb5,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/逶.json,1,
逼息,6,ひっそく,aozora_ruby,6,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,72ad2c24-d088-5643-ac17-644a96e19411,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/逼息.json,1,
逼真,6,ひよくしん,aozora_ruby,1,suspected_fragment,keep_pending,at least one example contains an independent use,,c5879de1-342c-5f02-b354-25f5938fe942,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/逼真.json,1,
逾,8,いよ|いよい|いよいよ|こ|こえ,aozora_ruby,7,invalid_unicode,keep_pending,a source supplied a reading containing illegal characters,,844e91ae-fb6e-5371-9aba-9987aa4cd6fd,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/逾.json,1,
遁口,4,にげぐち,aozora_ruby,1,suspected_fragment,keep_pending,at least one example contains an independent use,,dab0f06c-a3ec-5e71-96ac-fbbdd0418c58,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/遁口.json,1,
遁失,4,にげう|にげうせ,aozora_ruby,4,source_conflict,conflict,sources disagree on the complete-entry reading,,92607ea2-9ca2-5ba7-87be-37f49ec0a854,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/遁失.json,1,
遁構,5,にげがま|にげがまえ,aozora_ruby,5,source_conflict,conflict,sources disagree on the complete-entry reading,,64708998-3231-55f9-a85c-0ca08040f321,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/遁構.json,1,
遁竄,5,とんざん,aozora_ruby|jmdict,5,suspected_fragment,keep_pending,at least one example contains an independent use,,cdbae979-4b56-56ed-b4f1-2e530d60fbdf,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/遁竄.json,1,
遁込,9,にげこ,aozora_ruby,11,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,028a1ecb-5dc9-53f9-9786-5098874fbbbb,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/遁込.json,1,
遇々,4,たまたま,aozora_ruby,2,invalid_unicode,keep_pending,a source supplied a reading containing illegal characters,,446bba2a-f1f6-523c-9738-4423a1123c85,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/遇々.json,1,
遇楽,4,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,a0ac56b9-aec5-562c-a333-61365d0052a2,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/遇楽.json,1,
遇然,37,ぐうぜん,aozora_ruby|jmdict,2,suspected_fragment,keep_pending,at least one example contains an independent use,,d81fb3ee-e38a-598b-8861-8c7a8b1e74b1,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/遇然.json,1,
遐,26,とおく|とほ|はる|はるか,aozora_ruby,12,invalid_unicode,keep_pending,a source supplied a reading containing illegal characters,,8309413b-5c7b-5a8b-aaa3-1bbf82e96929,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/遐.json,1,
遙々,168,はるばる,aozora_ruby|jmdict,37,invalid_unicode,keep_pending,a source supplied a reading containing illegal characters,,d495f1fc-f7eb-51a5-ace3-e4b29204c3af,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/遙々.json,1,
遠々,53,とおとお|とほどほ|をんをん,aozora_ruby,5,invalid_unicode,keep_pending,a source supplied a reading containing illegal characters,,ebd70370-0262-5489-9fd8-5c4d275e158e,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/遠々.json,1,
適々,17,たまたま,aozora_ruby,6,invalid_unicode,keep_pending,a source supplied a reading containing illegal characters,,34f93eda-e18f-551e-9e07-a2c5bb74d54c,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/適々.json,1,
遭害,4,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,fb889d65-67e6-5323-9683-8dbddf874179,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/遭害.json,1,
遮切,6,さえぎ|さへぎ,aozora_ruby,9,source_conflict,conflict,sources disagree on the complete-entry reading,,059df25f-987a-5de1-821e-84f61814fb73,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/遮切.json,1,
遽々,4,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,0f8f8b43-b581-51e5-bb70-325c186f8516,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/遽々.json,1,
邀,21,むか,aozora_ruby,22,suspected_fragment,keep_pending,single-character entries require individual review,,8c178cb6-a379-5783-94b9-5e62ecb2a530,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/邀.json,1,
邂,7,あ|で|めぐ,aozora_ruby,7,source_conflict,conflict,sources disagree on the complete-entry reading,,ebd3796b-89a3-522a-8922-ae8208774919,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/邂.json,1,
還丹,11,,,0,unmatched,keep_pending,no accepted complete-entry evidence,,3746bcf1-eebf-5c7e-98ad-00e151c8fe30,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/還丹.json,1,
還合,4,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,9ba0faf2-5c0d-50ad-8fb0-1dd5d29e0637,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/還合.json,1,
還城,4,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,b8f4f78a-4b6c-5f6e-914c-cbed81147428,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/還城.json,1,
還家,4,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,1cc2a236-10b7-5d03-911e-129af4910ec5,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/還家.json,1,
還有,5,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,396e6890-661d-50fc-8e09-28e779bef838,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/還有.json,1,
還福,4,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,22fd038e-ab7b-54fe-89b4-1a9aab4e53cd,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/還福.json,1,
還金,6,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,c2a565d8-4eae-5067-9522-1b8c591f44c1,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/還金.json,1,
邇,36,ちか|ちかき|ちかし,aozora_ruby|jmnedict,9,source_conflict,conflict,sources disagree on the complete-entry reading,,a7b46ca3-c3d5-589e-81df-83ad226a38d9,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/邇.json,1,
邇具,6,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,34eefceb-0025-5812-bf97-f8dfcec2381b,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/邇具.json,1,
邑々,28,むらむら|ゆうゆう|ムラムラ,aozora_ruby|jmdict,4,invalid_unicode,keep_pending,a source supplied a reading containing illegal characters,,ba43b3ba-83d5-5d09-b5f1-14dc4171cc9b,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/邑々.json,1,
那事,13,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,0b3a84fc-e16d-536d-8ce2-1ec5fe0ff31d,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/那事.json,1,
那仏,6,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,50e61cb0-4687-52a2-905f-e9ad930382ed,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/那仏.json,1,
那伽,12,なか|ナーガ,aozora_ruby|jmnedict,4,source_conflict,conflict,sources disagree on the complete-entry reading,,202f2074-7f57-5b52-b8ba-d20fdfac9fef,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/那伽.json,1,
那倶,8,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,76329096-d12c-53bf-b100-795bdec5f535,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/那倶.json,1,
那処,37,あすこ|あそこ|いずく|いずこ|いづく|どこ,aozora_ruby,13,source_conflict,conflict,sources disagree on the complete-entry reading,,db0423f7-f11e-5452-ac7a-05c721b79d56,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/那処.json,1,
那勢,5,,,0,suspected_fragment,keep_pending,at least one example contains an independent use,,3b598619-93b8-5049-9ca5-a93b681a5566,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/那勢.json,1,
那地,6,あすこ|あち|あちら|あつち|なち,aozora_ruby|jmnedict,7,source_conflict,conflict,sources disagree on the complete-entry reading,,a436e87e-da30-5f63-a86b-7eb0a8fa3626,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/那地.json,1,
那奴,35,あいつ|あやつ|しやつ,aozora_ruby,9,source_conflict,conflict,sources disagree on the complete-entry reading,,2569bf47-1e8b-5d28-9538-2ea18a264c30,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/那奴.json,1,
那婆,4,なは,aozora_ruby,1,suspected_fragment,keep_pending,at least one example contains an independent use,,a2fdf33c-d36e-5217-b31e-eecae937cb59,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/那婆.json,1,
那家,14,あそこ|あれ|いずれ,aozora_ruby,4,source_conflict,conflict,sources disagree on the complete-entry reading,,cff8e45d-1acd-52ad-9351-633caa8931b0,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/那家.json,1,
那山,14,あのやま,aozora_ruby,1,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,004605f1-f02c-5747-814f-42bd0272ead2,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/那山.json,1,
那弁,4,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,10fe305d-ece1-5005-9352-24d1eea32882,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/那弁.json,1,
那心,7,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,ba054c8d-b6b4-5547-be53-220e9822b3d0,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/那心.json,1,
那志,4,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,9ce3b88f-b882-5562-a708-5786d9f8226a,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/那志.json,1,
那方,28,あつち|あなた|いづれ|どちら|むかふ,aozora_ruby,12,source_conflict,conflict,sources disagree on the complete-entry reading,,612b3b61-f69c-514b-890e-6604e5cb6fad,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/那方.json,1,
那時,7,あのとき|ソノトキ,aozora_ruby,3,source_conflict,conflict,sources disagree on the complete-entry reading,,1489f01e-972a-5668-a58a-a1fc76fb7dd5,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/那時.json,1,
那毘,8,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,04938118-e3ed-5a5e-af24-0946ceb0bbb6,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/那毘.json,1,
那気,5,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,2db0ed4f-36b6-5a8c-953e-e7ecb1858172,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/那気.json,1,
那爛,4,,,0,unmatched,keep_pending,no accepted complete-entry evidence,,4839f94e-fca3-580d-b8f3-f065c404ee49,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/那爛.json,1,
那破,7,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,36b58b04-a7c2-51b4-be36-54c7d5bbeb72,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/那破.json,1,
那神,7,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,09924601-a887-5a38-94fd-67c9ca579508,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/那神.json,1,
那程,4,あれほど,aozora_ruby,3,suspected_fragment,keep_pending,at least one example contains an independent use,,cb7805d2-411d-5dd7-87e8-f99cdc826be9,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/那程.json,1,
那翁,6,なおう|ナポレオン,aozora_ruby|jmnedict,4,source_conflict,conflict,sources disagree on the complete-entry reading,,72934560-39bf-5815-a19c-ff7ab9469108,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/那翁.json,1,
那芸,6,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,5a5bab54-8ec4-5b17-a2bc-610567bb87f5,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/那芸.json,1,
那裡,7,あちら,aozora_ruby,1,suspected_fragment,keep_pending,at least one example contains an independent use,,702f92ee-f742-5255-80da-b817c2b94209,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/那裡.json,1,
那邇,6,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,9044ac5a-baf2-51e0-b60a-6c8446a669e4,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/那邇.json,1,
那風,6,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,3c18cd3a-4351-51ad-9b78-55697f71b8ac,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/那風.json,1,
那麼,5,あんな,aozora_ruby,2,suspected_fragment,keep_pending,at least one example contains an independent use,,b72ec1d5-aad3-5376-b93a-9c458c64edf4,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/那麼.json,1,
郤,18,げき|しりぞ,aozora_ruby,8,source_conflict,conflict,sources disagree on the complete-entry reading,,86805f98-df44-53f3-bbad-2695f4a91b9e,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/郤.json,1,
郵吉,4,,,0,unmatched,keep_pending,no accepted complete-entry evidence,,929e0450-f298-5eca-8e05-106cf3a60e75,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/郵吉.json,1,
郷々,5,くにぐに|さとざと,aozora_ruby,4,source_conflict,conflict,sources disagree on the complete-entry reading,,5027bf0a-3525-58e8-ad65-39622c634d09,,/Users/iktahana/Genji/pending/needs_reading/U+9000-U+90FF/郷々.json,1,
酔倚,1,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,2c392ea1-5525-58d6-9421-e99258520207,,/Users/iktahana/Genji/pending/needs_reading/U+9100-U+91FF/ヨイ倚.json,1,
酔歸,1,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,ccb01b9b-4c6e-5f5b-af3a-1b8dbebb64c3,,/Users/iktahana/Genji/pending/needs_reading/U+9100-U+91FF/ヨイ歸.json,1,
酔而,1,,,0,unmatched,keep_pending,no accepted complete-entry evidence,,1b87fb39-010b-5f87-aeb8-892d2490cd06,,/Users/iktahana/Genji/pending/needs_reading/U+9100-U+91FF/ヨイ而.json,1,
酵祭,5,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,d23e36f9-863c-5edc-86dc-d7a377640ecb,,/Users/iktahana/Genji/pending/needs_reading/U+9100-U+91FF/酵祭.json,1,
醂麝,7,りんじゃ,aozora_ruby,1,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,7fb327ff-5bed-5bd3-afb9-d431f76a333d,,/Users/iktahana/Genji/pending/needs_reading/U+9100-U+91FF/醂麝.json,1,
醇々,7,じゅんじゅん,aozora_ruby,3,suspected_fragment,keep_pending,at least one example contains an independent use,,ac75c338-d36d-57e0-9c53-ccb07a56b87b,,/Users/iktahana/Genji/pending/needs_reading/U+9100-U+91FF/醇々.json,1,
醍,9,さま|さめ,aozora_ruby,3,source_conflict,conflict,sources disagree on the complete-entry reading,,e0211c16-0bb4-5e96-9215-e8289d8315f0,,/Users/iktahana/Genji/pending/needs_reading/U+9100-U+91FF/醍.json,1,
醒半,13,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,3c6f1f93-b172-53a7-b8b8-bda9b02056b7,,/Users/iktahana/Genji/pending/needs_reading/U+9100-U+91FF/醒半.json,1,
醒客,11,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,a5d20f4b-d099-57be-9fe4-94a69fda0305,,/Users/iktahana/Genji/pending/needs_reading/U+9100-U+91FF/醒客.json,1,
醒斎,4,せいさい,aozora_ruby,3,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,d4303140-9b5c-5328-b9bb-ad0139996c66,,/Users/iktahana/Genji/pending/needs_reading/U+9100-U+91FF/醒斎.json,1,
醒時,6,,,0,suspected_fragment,keep_pending,at least one example contains an independent use,,c100e510-8f70-551b-81d9-738ee8bbc6b9,,/Users/iktahana/Genji/pending/needs_reading/U+9100-U+91FF/醒時.json,1,
醺,6,かび|かも|くん|よ,aozora_ruby,4,source_conflict,conflict,sources disagree on the complete-entry reading,,a0088ece-b857-5720-8696-ff4df0ff4840,,/Users/iktahana/Genji/pending/needs_reading/U+9100-U+91FF/醺.json,1,
釆,7,うね|と|トリ,aozora_ruby|jmnedict,3,source_conflict,conflict,sources disagree on the complete-entry reading,,7fe4cb7f-4bbc-577f-bbc0-2aa718959186,,/Users/iktahana/Genji/pending/needs_reading/U+9100-U+91FF/釆.json,1,
鋳懸,2,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,6ec48b4d-e4a8-5bfb-8afc-3f5a15e4a56a,,/Users/iktahana/Genji/pending/needs_reading/U+9200-U+92FF/イ懸.json,1,
鉱埋,1,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,f4b15318-f839-53d5-a6d9-92db1aa2e9c1,,/Users/iktahana/Genji/pending/needs_reading/U+9200-U+92FF/コウ埋.json,1,
鉱採,8,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,5acb73a9-72d2-5ee1-be96-7e1bdd63331a,,/Users/iktahana/Genji/pending/needs_reading/U+9200-U+92FF/コウ採.json,1,
鈍々,19,どんどん|のろのろ,aozora_ruby,10,source_conflict,conflict,sources disagree on the complete-entry reading,,9f811066-9662-5b09-b515-5d632c35391d,,/Users/iktahana/Genji/pending/needs_reading/U+9200-U+92FF/鈍々.json,1,
鈴々,4,りり|りんりん|れいれい,aozora_ruby|jmnedict,3,ambiguous,conflict,jmnedict has multiple applicable full-entry readings,,9fe31991-5f65-5911-9ea1-cc796c0b54b4,,/Users/iktahana/Genji/pending/needs_reading/U+9200-U+92FF/鈴々.json,1,
鈷雲,12,,,0,unmatched,keep_pending,no accepted complete-entry evidence,,25ef77e9-c923-516f-a83c-682593fb46df,,/Users/iktahana/Genji/pending/needs_reading/U+9200-U+92FF/鈷雲.json,1,
鉅野,6,,,0,suspected_fragment,keep_pending,at least one example contains an independent use,,88b75600-c27b-5049-b2da-7e846669ca67,,/Users/iktahana/Genji/pending/needs_reading/U+9200-U+92FF/鉅野.json,1,
鉉,20,げん|つる,aozora_ruby|jmdict|jmnedict,4,source_conflict,conflict,sources disagree on the complete-entry reading,,806e82a0-e9e4-5a5b-95f3-fbd0193fb144,,/Users/iktahana/Genji/pending/needs_reading/U+9200-U+92FF/鉉.json,1,
